city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
Pollock Pines	United States	"Reports of seeing strange lights or ""orbs."""	Logging Roads on Ghost Mountain	California	CA	-120.6192458	38.7684536	-120.5865935	38.7612923	2025/01/01
Pomona	United States	Corner of Garey & Holt. St -  Multiple entities, footsteps, slamming doors, arguments, apparitions, physical phenomena such as potted trees whose tops touch the floor for a few minutes and then spring to original position. Whatever is there does definitely like to share the space with the living.	Charles Grill	California	CA			-117.7499909	34.055103	2025/01/01
Pomona	United States	The acute building at the developmental center is thought to be the place with the most hauntings and activity, with a morgue in the basement for clients that pass. All through out the center, doors suddenly lock and unlock themselves. Keys spin around in the locks. Footsteps and voices can be heard on the residences. Figures can be seen going down the halls, washing there hands, or just playing with staff.	Lanterman Developmental Center	California	CA	-117.8107622	34.0462808	-117.7499909	34.055103	2025/01/01
Pomona	United States	in the band room there are 2 ghosts. One of them haunts the closet, when someone is changing by themselves they have a feeling of being watched. The other haunts the back (front) left door, when there is no wind at all the door either swings open or slams shut all of a sudden and sometimes it refuses to open even if you pull/push on it. - April Update: Located behind the school is an empty lot, which is what remains of Palomares Cemetery. Many believe this is why there are disturbances at the school. The only sign that the cemetery was there is a very small park (the size of a bathroom) and plaque located on the east side of the school.	Pomona High School	California	CA	-117.7401771	34.0858778	-117.7499909	34.055103	2025/02/02
Pomona	United States	Update: This cemetery is now closed to the public, because of vandalism the police will be called. - This cemetery was the original Old Settler's cemetery from the Mid 1800's. It's been the site of a lot of vandalism over the years. At night a male figure can sometimes be seen walking through the small cemetery disappearing into a headstone. The cemetery will be very still and quiet, strangely quiet considering it is under a freeway. If respect is given, it will remain quiet, but as soon as anyone starts messing around, a hot wind picks up out of nowhere. It can only be felt in the cemetery. Items have been reported to disappear and reappear in other parts of the cemetery that had not been visited.	Spadra Cemetery	California	CA	-117.8000587	34.0522329	-117.7499909	34.055103	1800/01/01
Port Costa	United States	October 2007 - Has been removed.	Port Costa School	California	CA	-122.1885733	38.0448072	-122.1833005	38.04630969999999	2007/10/01
Port Hueneme	United States	"The Bard Mansion, which resides inside the Port Hueneme Navy Base was originally built in 1876 on Senator Thomas Bard's Estate named ""Berylwood."" In 1911, the enlarged second home was torn down to clear the site for the construction of the present Thomas Bard House. It's rumored by many that the mansion is haunted by the late Senator's wife, Mrs. Bard. Her figure can often be seen walking the grounds, perhaps making sure everything is in order."	Bard Mansion	California	CA	-119.1969548	34.1583169	-119.1951074	34.1477829	1876/01/01
Porterville	United States	There was a white man killed by a few black men when the KKK was still at large. He was hung from a tree, his head buried beneath him. To this day, you still can hear fo`t steps, rocks being kicked, and laughter of what sounds like older men. Even a few say that scratches appear on their arms!	Ed Trays Hill	California	CA	-118.9747667	36.0727852	-119.0167679	36.06523	2025/01/01
Prundale	United States	On Highway 101 there is this group of trees on your way to San Juan Bautista. It is said that when you are driving at night, if you flash your lights and you will see the local 'witch' and all of her horrors. You will see bodies hanging from the trees, children standing on the side of the road with their eyes bleeding. You will see animal corpses alongside the road and last but not least you will see the witch herself standing in the middle of the road. There have been many accidents on this road because of people swerving to not hit her.	Highway 101	California	CA	-121.6695373	36.7757956	-121.6696689	36.7757907	0220/02/24
Rialto	United States	The story is said that a boy who had shot himself on campus because of depression and died before graduation is seen wandering around the C,E, and G buildings late at night. You can hear footsteps going up the stairs to the top of the halls. Janitors and faculty members have also said that when the school is closed at night and they are working late you can see an image of a boy walking around looking lost. it is also said that the C building, where the theater is located, is usually the coldest building and where unexpected things take place such as flickering lights, cold spots and more footsteps.	Rialto high school	California	CA	-117.3548926	34.0894025	-117.3703235	34.1064001	2025/01/01
Rancho Cucamonga	United States	Has been removed	Joseph Filippi Winery	California	CA	-117.5323013	34.1213949	-117.5931084	34.10639889999999	2025/01/01
Rancho Cucamonga	United States	The men's restroom in Red Hill Park by the Auditorium is very real. When being inside, you will see a corpse of a dead dog dripping with blood and then it will disappear. This happens between the hours of 3 am and 345 am. Also a little boy is caught scraping his knees and he slides across the bathroom floor.	Red Hill Park	California	CA	-117.6119451	34.1175734	-117.5931084	34.10639889999999	2025/02/24
Rancho Cucamonga	United States	The sycamore inn, now a great steak house along the old route 66, was established in 1848 but the original inn burned down and was rebuilt across the street. Apparitions of a man dressed in cowboy style clothes. www.thesycamoreinn.com	The Sycamore Inn	California	CA	-117.6234244	34.1056107	-117.5931084	34.10639889999999	1848/01/01
Rancho Palos Verdes	United States	Typical lighthouse story of a waiting woman. It has been detailed on the news & maybe on Unsolved Mysteries. There were always stories about the Coast Guard being unable to keep the place staffed - lots of transfer requests.	Pt. Vincente Lighthouse	California	CA	-118.4099042	33.7422359	-118.3870173	33.7444613	2025/01/01
Rancho Palos Verdes	United States	Spike is a vacant lot at the end of Lunada bay. It is surrounded by houses. But the lot remains vacant, even though they have tried to build on it several times. When you go near there you start to feel like you want to vomit. Also cars have been known to stop dead in front of the lot. Urban Legend has it that a teenager went crazy and killed his family with a axe. Also legend states that on certain nights you can hear screams and see a ghostly house through the thick fog. There used to be an iron gate that had sharp black spikes sticking out of it. However this was long ago and has since been dismantled. this is a local legend, kind of like the Vanderlip house.	Spike	California	CA	-117.5994453	33.64326680000001	-118.3870173	33.7444613	0250/02/24
